REF_DATE,GEO,DGUID,Labour force characteristics,Gender,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1976-01,Canada,2021A000011124,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062809,1.1.1.1.1.1,16852.4,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064888,1.1.1.1.1.2,16852.4,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21580997,1.1.1.8.1.1,15015.9,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21580998,1.1.1.8.1.2,15015.9,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062836,1.1.1.2.1.1,4509.9,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064915,1.1.1.2.1.2,4509.9,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 to 19 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062863,1.1.1.3.1.1,2330.0,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064942,1.1.1.3.1.2,2330.0,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,20 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062890,1.1.1.4.1.1,2179.8,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064969,1.1.1.4.1.2,2179.8,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062917,1.1.1.5.1.1,12342.5,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064996,1.1.1.5.1.2,12342.5,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062944,1.1.1.6.1.1,8619.1,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065023,1.1.1.6.1.2,8619.1,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062971,1.1.1.7.1.1,3723.4,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065050,1.1.1.7.1.2,3723.4,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,55 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884802,1.1.1.9.1.1,1886.9,,,,1
1976-01,Canada,2021A000011124,Population,Total - Gender,55 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v101884803,1.1.1.9.1.2,1886.9,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062818,1.1.2.1.1.1,8334.7,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064897,1.1.2.1.1.2,8334.7,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21580999,1.1.2.8.1.1,7513.0,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581000,1.1.2.8.1.2,7513.0,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062845,1.1.2.2.1.1,2273.5,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064924,1.1.2.2.1.2,2273.5,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 to 19 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062872,1.1.2.3.1.1,1183.6,,,,1
1976-01,Canada,2021A000011124,Population,Men+,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064951,1.1.2.3.1.2,1183.6,,,,1
1976-01,Canada,2021A000011124,Population,Men+,20 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062899,1.1.2.4.1.1,1089.9,,,,1
1976-01,Canada,2021A000011124,Population,Men+,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064978,1.1.2.4.1.2,1089.9,,,,1
1976-01,Canada,2021A000011124,Population,Men+,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062926,1.1.2.5.1.1,6061.2,,,,1
1976-01,Canada,2021A000011124,Population,Men+,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065005,1.1.2.5.1.2,6061.2,,,,1
1976-01,Canada,2021A000011124,Population,Men+,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062953,1.1.2.6.1.1,4325.5,,,,1
1976-01,Canada,2021A000011124,Population,Men+,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065032,1.1.2.6.1.2,4325.5,,,,1
1976-01,Canada,2021A000011124,Population,Men+,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062980,1.1.2.7.1.1,1735.7,,,,1
1976-01,Canada,2021A000011124,Population,Men+,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065059,1.1.2.7.1.2,1735.7,,,,1
1976-01,Canada,2021A000011124,Population,Men+,55 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884804,1.1.2.9.1.1,914.0,,,,1
1976-01,Canada,2021A000011124,Population,Men+,55 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v101884805,1.1.2.9.1.2,914.0,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062827,1.1.3.1.1.1,8517.7,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064906,1.1.3.1.1.2,8517.7,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21581001,1.1.3.8.1.1,7502.9,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581002,1.1.3.8.1.2,7502.9,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062854,1.1.3.2.1.1,2236.4,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064933,1.1.3.2.1.2,2236.4,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 to 19 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062881,1.1.3.3.1.1,1146.4,,,,1
1976-01,Canada,2021A000011124,Population,Women+,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064960,1.1.3.3.1.2,1146.4,,,,1
1976-01,Canada,2021A000011124,Population,Women+,20 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062908,1.1.3.4.1.1,1090.0,,,,1
1976-01,Canada,2021A000011124,Population,Women+,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064987,1.1.3.4.1.2,1090.0,,,,1
1976-01,Canada,2021A000011124,Population,Women+,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062935,1.1.3.5.1.1,6281.3,,,,1
1976-01,Canada,2021A000011124,Population,Women+,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065014,1.1.3.5.1.2,6281.3,,,,1
1976-01,Canada,2021A000011124,Population,Women+,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062962,1.1.3.6.1.1,4293.6,,,,1
1976-01,Canada,2021A000011124,Population,Women+,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065041,1.1.3.6.1.2,4293.6,,,,1
1976-01,Canada,2021A000011124,Population,Women+,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062989,1.1.3.7.1.1,1987.7,,,,1
1976-01,Canada,2021A000011124,Population,Women+,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065068,1.1.3.7.1.2,1987.7,,,,1
1976-01,Canada,2021A000011124,Population,Women+,55 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884806,1.1.3.9.1.1,972.9,,,,1
1976-01,Canada,2021A000011124,Population,Women+,55 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v101884807,1.1.3.9.1.2,972.9,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062810,1.2.1.1.1.1,10369.7,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064889,1.2.1.1.1.2,10087.1,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884808,1.2.1.1.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884809,1.2.1.1.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884810,1.2.1.1.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21581003,1.2.1.8.1.1,10185.0,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581004,1.2.1.8.1.2,9903.4,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884811,1.2.1.8.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884812,1.2.1.8.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884813,1.2.1.8.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062837,1.2.1.2.1.1,2849.4,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064916,1.2.1.2.1.2,2666.1,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884814,1.2.1.2.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884815,1.2.1.2.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884816,1.2.1.2.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 19 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062864,1.2.1.3.1.1,1178.9,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064943,1.2.1.3.1.2,1053.6,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 19 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884817,1.2.1.3.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 19 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884818,1.2.1.3.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,15 to 19 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884819,1.2.1.3.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,20 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062891,1.2.1.4.1.1,1670.5,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064970,1.2.1.4.1.2,1612.5,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,20 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884820,1.2.1.4.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,20 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884821,1.2.1.4.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,20 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884822,1.2.1.4.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062918,1.2.1.5.1.1,7520.3,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064997,1.2.1.5.1.2,7421.0,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884823,1.2.1.5.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884824,1.2.1.5.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884825,1.2.1.5.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062945,1.2.1.6.1.1,6332.8,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065024,1.2.1.6.1.2,6251.8,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 to 54 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884826,1.2.1.6.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884827,1.2.1.6.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884828,1.2.1.6.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062972,1.2.1.7.1.1,1187.5,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065051,1.2.1.7.1.2,1169.2,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884829,1.2.1.7.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884830,1.2.1.7.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884831,1.2.1.7.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884832,1.2.1.9.1.1,999.7,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v101884833,1.2.1.9.1.2,985.5,,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884834,1.2.1.9.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884836,1.2.1.9.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Total - Gender,55 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884838,1.2.1.9.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062819,1.2.2.1.1.1,6504.3,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064898,1.2.2.1.1.2,6320.7,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884840,1.2.2.1.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884841,1.2.2.1.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884842,1.2.2.1.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21581005,1.2.2.8.1.1,6368.6,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581006,1.2.2.8.1.2,6182.3,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884843,1.2.2.8.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884844,1.2.2.8.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884845,1.2.2.8.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062846,1.2.2.2.1.1,1557.1,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064925,1.2.2.2.1.2,1449.9,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884846,1.2.2.2.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884847,1.2.2.2.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884848,1.2.2.2.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 19 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062873,1.2.2.3.1.1,629.9,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064952,1.2.2.3.1.2,558.2,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 19 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884849,1.2.2.3.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 19 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884850,1.2.2.3.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,15 to 19 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884851,1.2.2.3.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,20 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062900,1.2.2.4.1.1,927.2,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064979,1.2.2.4.1.2,891.7,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,20 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884852,1.2.2.4.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,20 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884853,1.2.2.4.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,20 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884854,1.2.2.4.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062927,1.2.2.5.1.1,4947.2,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065006,1.2.2.5.1.2,4870.8,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884855,1.2.2.5.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884856,1.2.2.5.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884857,1.2.2.5.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062954,1.2.2.6.1.1,4110.2,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065033,1.2.2.6.1.2,4049.4,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 to 54 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884858,1.2.2.6.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884859,1.2.2.6.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884860,1.2.2.6.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062981,1.2.2.7.1.1,837.0,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2065060,1.2.2.7.1.2,821.5,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884861,1.2.2.7.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884862,1.2.2.7.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884863,1.2.2.7.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884864,1.2.2.9.1.1,694.7,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v101884865,1.2.2.9.1.2,683.0,,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884866,1.2.2.9.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884868,1.2.2.9.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Men+,55 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884870,1.2.2.9.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062828,1.2.3.1.1.1,3865.4,,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2064907,1.2.3.1.1.2,3766.4,,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884872,1.2.3.1.2.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884873,1.2.3.1.3.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884874,1.2.3.1.4.1,,..,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21581007,1.2.3.8.1.1,3816.4,,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581008,1.2.3.8.1.2,3721.2,,,,1
1976-01,Canada,2021A000011124,Labour force,Women+,15 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101884875,1.2.3.8.2.1,,..,,,1
