REF_DATE,GEO,DGUID,Labour force characteristics,Gender,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888207,8.6.1.8.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888208,8.6.1.8.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888209,8.6.1.8.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064164,8.6.1.2.1.1,14.1,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066243,8.6.1.2.1.2,16.2,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888210,8.6.1.2.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888211,8.6.1.2.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888212,8.6.1.2.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066270,8.6.1.3.1.2,10.0,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066297,8.6.1.4.1.2,6.2,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064245,8.6.1.5.1.1,11.2,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066324,8.6.1.5.1.2,13.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888213,8.6.1.5.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888214,8.6.1.5.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888215,8.6.1.5.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064272,8.6.1.6.1.1,8.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066351,8.6.1.6.1.2,10.5,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 to 54 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888216,8.6.1.6.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888217,8.6.1.6.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888218,8.6.1.6.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064299,8.6.1.7.1.1,2.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066378,8.6.1.7.1.2,2.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,55 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888219,8.6.1.7.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,55 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888220,8.6.1.7.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Total - Gender,55 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888221,8.6.1.7.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064146,8.6.2.1.1.1,16.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066225,8.6.2.1.1.2,20.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888222,8.6.2.1.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888223,8.6.2.1.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888224,8.6.2.1.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21581407,8.6.2.8.1.1,15.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581408,8.6.2.8.1.2,20.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888225,8.6.2.8.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888226,8.6.2.8.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888227,8.6.2.8.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064173,8.6.2.2.1.1,8.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066252,8.6.2.2.1.2,10.6,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888228,8.6.2.2.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888229,8.6.2.2.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888230,8.6.2.2.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066279,8.6.2.3.1.2,6.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066306,8.6.2.4.1.2,3.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064254,8.6.2.5.1.1,8.0,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066333,8.6.2.5.1.2,10.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888231,8.6.2.5.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888232,8.6.2.5.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888233,8.6.2.5.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064281,8.6.2.6.1.1,5.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066360,8.6.2.6.1.2,7.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 to 54 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888234,8.6.2.6.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888235,8.6.2.6.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888236,8.6.2.6.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064308,8.6.2.7.1.1,2.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066387,8.6.2.7.1.2,2.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,55 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888237,8.6.2.7.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,55 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888238,8.6.2.7.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Men+,55 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888239,8.6.2.7.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064155,8.6.3.1.1.1,9.0,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066234,8.6.3.1.1.2,8.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888240,8.6.3.1.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888241,8.6.3.1.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888242,8.6.3.1.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 64 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v21581409,8.6.3.8.1.1,8.5,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 64 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v21581410,8.6.3.8.1.2,8.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 64 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888243,8.6.3.8.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888244,8.6.3.8.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888245,8.6.3.8.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 24 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064182,8.6.3.2.1.1,5.8,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066261,8.6.3.2.1.2,5.6,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 24 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888246,8.6.3.2.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888247,8.6.3.2.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888248,8.6.3.2.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,15 to 19 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066288,8.6.3.3.1.2,3.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,20 to 24 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066315,8.6.3.4.1.2,2.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064263,8.6.3.5.1.1,3.2,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066342,8.6.3.5.1.2,3.1,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888249,8.6.3.5.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888250,8.6.3.5.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888251,8.6.3.5.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 to 54 years,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064290,8.6.3.6.1.1,3.2,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 to 54 years,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066369,8.6.3.6.1.2,3.1,,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 to 54 years,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888252,8.6.3.6.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888253,8.6.3.6.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888254,8.6.3.6.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,55 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064317,8.6.3.7.1.1,,x,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,55 years and over,Estimate,Unadjusted,Persons in thousands,428,thousands,3,v2066396,8.6.3.7.1.2,,x,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,55 years and over,Standard error of estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888255,8.6.3.7.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,55 years and over,Standard error of month-to-month change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888256,8.6.3.7.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment,Women+,55 years and over,Standard error of year-over-year change,Seasonally adjusted,Persons in thousands,428,thousands,3,v101888257,8.6.3.7.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064138,8.7.1.1.1.1,5.6,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Estimate,Unadjusted,Percent,239,units,0,v2066217,8.7.1.1.1.2,6.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888258,8.7.1.1.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888259,8.7.1.1.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888260,8.7.1.1.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 64 years,Estimate,Seasonally adjusted,Percent,239,units,0,v21581411,8.7.1.8.1.1,5.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 64 years,Estimate,Unadjusted,Percent,239,units,0,v21581412,8.7.1.8.1.2,6.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 64 years,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888261,8.7.1.8.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888262,8.7.1.8.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888263,8.7.1.8.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 24 years,Estimate,Seasonally adjusted,Percent,239,units,0,v2064165,8.7.1.2.1.1,10.8,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 24 years,Estimate,Unadjusted,Percent,239,units,0,v2066244,8.7.1.2.1.2,13.0,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 24 years,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888264,8.7.1.2.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888265,8.7.1.2.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888266,8.7.1.2.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 to 19 years,Estimate,Unadjusted,Percent,239,units,0,v2066271,8.7.1.3.1.2,19.8,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,20 to 24 years,Estimate,Unadjusted,Percent,239,units,0,v2066298,8.7.1.4.1.2,8.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064246,8.7.1.5.1.1,3.5,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 years and over,Estimate,Unadjusted,Percent,239,units,0,v2066325,8.7.1.5.1.2,4.2,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 years and over,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888267,8.7.1.5.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888268,8.7.1.5.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888269,8.7.1.5.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 to 54 years,Estimate,Seasonally adjusted,Percent,239,units,0,v2064273,8.7.1.6.1.1,3.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 to 54 years,Estimate,Unadjusted,Percent,239,units,0,v2066352,8.7.1.6.1.2,4.1,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 to 54 years,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888270,8.7.1.6.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888271,8.7.1.6.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888272,8.7.1.6.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,55 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064300,8.7.1.7.1.1,3.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,55 years and over,Estimate,Unadjusted,Percent,239,units,0,v2066379,8.7.1.7.1.2,4.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,55 years and over,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888273,8.7.1.7.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,55 years and over,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888274,8.7.1.7.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Total - Gender,55 years and over,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888275,8.7.1.7.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064147,8.7.2.1.1.1,5.8,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 years and over,Estimate,Unadjusted,Percent,239,units,0,v2066226,8.7.2.1.1.2,7.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 years and over,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888276,8.7.2.1.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 years and over,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888277,8.7.2.1.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 years and over,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888278,8.7.2.1.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 64 years,Estimate,Seasonally adjusted,Percent,239,units,0,v21581413,8.7.2.8.1.1,5.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 64 years,Estimate,Unadjusted,Percent,239,units,0,v21581414,8.7.2.8.1.2,7.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 64 years,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888279,8.7.2.8.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 64 years,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888280,8.7.2.8.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 64 years,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888281,8.7.2.8.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 24 years,Estimate,Seasonally adjusted,Percent,239,units,0,v2064174,8.7.2.2.1.1,11.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 24 years,Estimate,Unadjusted,Percent,239,units,0,v2066253,8.7.2.2.1.2,16.0,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 24 years,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888282,8.7.2.2.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 24 years,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888283,8.7.2.2.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 24 years,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888284,8.7.2.2.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,15 to 19 years,Estimate,Unadjusted,Percent,239,units,0,v2066280,8.7.2.3.1.2,24.7,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,20 to 24 years,Estimate,Unadjusted,Percent,239,units,0,v2066307,8.7.2.4.1.2,9.9,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064255,8.7.2.5.1.1,3.8,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 years and over,Estimate,Unadjusted,Percent,239,units,0,v2066334,8.7.2.5.1.2,5.0,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 years and over,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888285,8.7.2.5.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 years and over,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888286,8.7.2.5.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 years and over,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888287,8.7.2.5.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 to 54 years,Estimate,Seasonally adjusted,Percent,239,units,0,v2064282,8.7.2.6.1.1,3.4,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 to 54 years,Estimate,Unadjusted,Percent,239,units,0,v2066361,8.7.2.6.1.2,4.5,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 to 54 years,Standard error of estimate,Seasonally adjusted,Percent,239,units,0,v101888288,8.7.2.6.2.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 to 54 years,Standard error of month-to-month change,Seasonally adjusted,Percent,239,units,0,v101888289,8.7.2.6.3.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,25 to 54 years,Standard error of year-over-year change,Seasonally adjusted,Percent,239,units,0,v101888290,8.7.2.6.4.1,,..,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,55 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064309,8.7.2.7.1.1,5.3,,,,1
1976-01,Manitoba,2021A000246,Unemployment rate,Men+,55 years and over,Estimate,Unadjusted,Percent,239,units,0,v2066388,8.7.2.7.1.2,6.8,,,,1
